Product,,,,,,,,,,,,,,,,,,,Gender,Time
tomatoes,ground beef,mineral water,olive oil,fromage blanc,honey,light cream,frozen smoothie,fresh bread,,,,,,,,,,,1,2018-11-23 20:11
turkey,mineral water,eggs,cake,french fries,yogurt cake,,,,,,,,,,,,,,0,2018-10-12 21:34
french fries,,,,,,,,,,,,,,,,,,,1,2018-10-19 19:48
tomatoes,milk,chocolate,cookies,strawberries,fresh bread,,,,,,,,,,,,,,0,2018-10-19 19:48
shrimp,frozen vegetables,olive oil,eggs,light mayo,low fat yogurt,,,,,,,,,,,,,,1,2018-10-19 20:04
mineral water,,,,,,,,,,,,,,,,,,,0,2018-10-19 20:34
burgers,olive oil,honey,extra dark chocolate,,,,,,,,,,,,,,,,1,2018-12-10 0:38
french fries,,,,,,,,,,,,,,,,,,,0,2018-02-04 23:30
ground beef,pasta,green tea,,,,,,,,,,,,,,,,,1,2018-02-11 22:31
spaghetti,chicken,honey,oatmeal,green tea,chocolate,french fries,frozen smoothie,cookies,mushroom cream sauce,magazines,,,,,,,,,0,2018-01-14 18:55
chocolate,oil,magazines,,,,,,,,,,,,,,,,,1,2018-01-14 19:55
burgers,tomatoes,french wine,eggs,french fries,,,,,,,,,,,,,,,0,2018-01-14 23:17
chocolate,,,,,,,,,,,,,,,,,,,1,2018-06-11 17:54
mineral water,whole wheat rice,pancakes,mayonnaise,low fat yogurt,,,,,,,,,,,,,,,0,2018-06-18 19:22
spaghetti,mineral water,olive oil,strong cheese,honey,cereals,chocolate,,,,,,,,,,,,,1,2018-11-12 2:25
mineral water,milk,cake,french fries,champagne,green tea,,,,,,,,,,,,,,0,2018-11-26 2:35
honey,,,,,,,,,,,,,,,,,,,1,2018-10-08 19:34
grated cheese,,,,,,,,,,,,,,,,,,,0,2018-10-08 19:34
olive oil,almonds,green grapes,tomato juice,fresh bread,,,,,,,,,,,,,,,1,2018-12-15 22:02
milk,nonfat milk,muffins,,,,,,,,,,,,,,,,,0,2018-12-15 22:02
meatballs,tea,frozen smoothie,escalope,mushroom cream sauce,green tea,,,,,,,,,,,,,,1,2018-12-29 1:28
milk,olive oil,french wine,ketchup,,,,,,,,,,,,,,,,0,2018-12-29 3:22
spaghetti,mineral water,green tea,,,,,,,,,,,,,,,,,1,2018-02-02 21:21
cake,,,,,,,,,,,,,,,,,,,0,2018-01-12 15:47
milk,eggs,champagne,,,,,,,,,,,,,,,,,1,2018-01-12 16:11
shrimp,mineral water,chocolate,milk,soda,oatmeal,white wine,,,,,,,,,,,,,0,2018-01-26 17:52
flax seed,green tea,,,,,,,,,,,,,,,,,,1,2018-06-16 19:49
ground beef,cake,,,,,,,,,,,,,,,,,,0,2018-06-16 19:49
spaghetti,oil,,,,,,,,,,,,,,,,,,1,2018-11-17 23:13
shrimp,eggs,,,,,,,,,,,,,,,,,,0,2018-12-16 22:52
turkey,candy bars,,,,,,,,,,,,,,,,,,1,2018-12-16 22:52
burgers,,,,,,,,,,,,,,,,,,,0,2018-01-27 20:48
spaghetti,,,,,,,,,,,,,,,,,,,1,2018-06-10 18:08
tomato sauce,,,,,,,,,,,,,,,,,,,0,2018-11-11 3:30
fresh tuna,tomatoes,spaghetti,chicken,cake,escalope,,,,,,,,,,,,,,1,2018-11-11 19:18
ground beef,milk,energy bar,light cream,,,,,,,,,,,,,,,,0,2018-11-11 19:18
french fries,,,,,,,,,,,,,,,,,,,1,2018-11-18 0:28
burgers,herb & pepper,red wine,milk,black tea,chicken,pancakes,eggs,cake,mint green tea,,,,,,,,,,0,2018-11-18 12:44
turkey,tomatoes,salmon,frozen smoothie,,,,,,,,,,,,,,,,1,2018-11-18 12:45
chocolate,,,,,,,,,,,,,,,,,,,0,2018-10-28 17:02
ham,shrimp,mineral water,cider,,,,,,,,,,,,,,,,1,2018-12-13 17:01
chicken,cookies,,,,,,,,,,,,,,,,,,0,2018-02-07 20:20
chocolate,shrimp,frozen vegetables,ground beef,spaghetti,mineral water,,,,,,,,,,,,,,1,2018-01-17 12:40
butter,pancakes,chicken,frozen smoothie,low fat yogurt,,,,,,,,,,,,,,,0,2018-01-24 21:16
herb & pepper,milk,eggs,cereals,fresh bread,white wine,low fat yogurt,,,,,,,,,,,,,1,2018-06-07 16:27
fresh tuna,pancakes,whole wheat rice,chocolate,gluten free bar,melons,fresh bread,low fat yogurt,,,,,,,,,,,,0,2018-06-14 0:53
eggs,soda,gluten free bar,white wine,,,,,,,,,,,,,,,,1,2018-05-17 15:19
shrimp,milk,cake,bug spray,cooking oil,cereals,energy drink,salt,,,,,,,,,,,,0,2018-10-11 18:39
shrimp,frozen vegetables,mineral water,milk,eggs,cake,gums,escalope,fresh bread,,,,,,,,,,,1,2018-10-11 18:40
cereals,green tea,,,,,,,,,,,,,,,,,,0,2018-10-18 16:28
french wine,honey,light mayo,,,,,,,,,,,,,,,,,1,2018-10-25 12:01
turkey,spaghetti,mineral water,milk,chicken,eggs,cake,green tea,,,,,,,,,,,,0,2018-10-25 12:02
escalope,,,,,,,,,,,,,,,,,,,1,2018-12-11 1:45
milk,cider,eggs,french fries,cookies,green tea,,,,,,,,,,,,,,0,2018-12-18 23:56
turkey,burgers,chocolate,spaghetti,vegetables mix,bug spray,chicken,chili,green tea,strawberries,babies food,tomato juice,fresh bread,,,,,,,1,2018-02-12 18:15
eggs,french fries,low fat yogurt,honey,,,,,,,,,,,,,,,,0,2018-02-12 18:16
mineral water,energy bar,chocolate,french fries,body spray,low fat yogurt,,,,,,,,,,,,,,1,2018-01-01 22:25
ham,herb & pepper,pepper,champagne,white wine,,,,,,,,,,,,,,,1,2018-01-15 1:44
soup,fresh bread,,,,,,,,,,,,,,,,,,0,2018-05-15 21:05
energy bar,honey,cake,low fat yogurt,green tea,,,,,,,,,,,,,,,1,2018-11-06 12:50
turkey,mineral water,butter,french wine,bacon,eggs,whole wheat rice,cooking oil,low fat yogurt,,,,,,,,,,,0,2018-11-06 12:50
burgers,grated cheese,herb & pepper,ground beef,chocolate,milk,cider,eggs,whole wheat rice,cake,oil,eggplant,,,,,,,,1,2018-11-20 12:19
burgers,tomatoes,mineral water,eggs,french fries,strawberries,green tea,,,,,,,,,,,,,0,2018-11-20 18:25
ham,spaghetti,,,,,,,,,,,,,,,,,,1,2018-11-20 18:25
burgers,frozen vegetables,tomatoes,eggs,cake,cooking oil,,,,,,,,,,,,,,0,2018-11-27 19:21
mineral water,eggs,cake,,,,,,,,,,,,,,,,,1,2018-10-16 17:13
cookies,,,,,,,,,,,,,,,,,,,0,2018-10-16 17:14
turkey,shrimp,frozen vegetables,tomatoes,spaghetti,mineral water,soup,milk,olive oil,pancakes,chicken,chocolate,hot dogs,light mayo,tomato juice,,,,,1,2018-02-06 19:08
cottage cheese,,,,,,,,,,,,,,,,,,,0,2018-02-06 19:08
grated cheese,chocolate,french wine,chicken,,,,,,,,,,,,,,,,1,2018-01-02 22:43
escalope,,,,,,,,,,,,,,,,,,,0,2018-10-31 17:35
grated cheese,frozen vegetables,ground beef,pepper,spaghetti,green tea,,,,,,,,,,,,,,1,2018-04-20 21:09
chocolate,champagne,low fat yogurt,,,,,,,,,,,,,,,,,0,2018-05-11 23:09
mineral water,pancakes,whole wheat rice,candy bars,,,,,,,,,,,,,,,,1,2018-10-26 4:49
soup,avocado,french fries,frozen smoothie,light mayo,tomato juice,green tea,,,,,,,,,,,,,0,2018-12-17 18:10
frozen vegetables,tomatoes,butter,eggs,cake,bug spray,,,,,,,,,,,,,,1,2018-12-31 19:13
tomatoes,spaghetti,mineral water,milk,whole wheat rice,cake,,,,,,,,,,,,,,0,2018-01-12 15:51
mineral water,low fat yogurt,,,,,,,,,,,,,,,,,,1,2018-05-05 21:06
shrimp,spaghetti,milk,cider,eggs,french fries,pancakes,low fat yogurt,,,,,,,,,,,,0,2018-11-10 22:28
cookies,,,,,,,,,,,,,,,,,,,1,2018-11-17 17:59
tomatoes,ground beef,flax seed,eggs,carrots,green tea,cookies,shallot,,,,,,,,,,,,0,2018-10-27 16:17
candy bars,,,,,,,,,,,,,,,,,,,1,2018-09-15 23:17
ground beef,spaghetti,salmon,,,,,,,,,,,,,,,,,0,2018-05-13 20:50
turkey,frozen vegetables,ground beef,mineral water,chocolate,soup,milk,,,,,,,,,,,,,0,2018-06-07 22:01
milk,champagne,mushroom cream sauce,,,,,,,,,,,,,,,,,1,2018-07-03 0:32
butter,muffins,pancakes,oil,french fries,magazines,,,,,,,,,,,,,,0,2018-11-27 18:26
mineral water,olive oil,,,,,,,,,,,,,,,,,,1,2018-04-11 4:47
ham,ground beef,mineral water,low fat yogurt,,,,,,,,,,,,,,,,0,2018-04-13 20:16
grated cheese,,,,,,,,,,,,,,,,,,,1,2018-04-20 19:57
green tea,,,,,,,,,,,,,,,,,,,0,2018-04-27 19:34
black tea,french wine,chocolate,french fries,shallot,brownies,pancakes,toothpaste,,,,,,,,,,,,1,2018-12-14 12:44
burgers,spaghetti,milk,bacon,eggs,chocolate,french fries,cookies,green tea,,,,,,,,,,,0,2018-12-14 21:53
pickles,champagne,,,,,,,,,,,,,,,,,,1,2018-12-21 23:38
mineral water,vegetables mix,eggs,cooking oil,,,,,,,,,,,,,,,,0,2018-12-28 7:44
soup,milk,,,,,,,,,,,,,,,,,,1,2018-12-28 7:45
green tea,frozen smoothie,,,,,,,,,,,,,,,,,,0,2018-07-06 10:01
frozen vegetables,tomato sauce,mineral water,milk,olive oil,french fries,,,,,,,,,,,,,,1,2018-07-06 11:23
french fries,,,,,,,,,,,,,,,,,,,0,2018-07-06 11:24
mineral water,soup,whole wheat rice,,,,,,,,,,,,,,,,,1,2018-07-06 15:11
escalope,,,,,,,,,,,,,,,,,,,0,2018-07-06 16:43
oil,,,,,,,,,,,,,,,,,,,1,2018-07-06 22:21
red wine,frozen vegetables,,,,,,,,,,,,,,,,,,0,2018-06-08 15:44
milk,eggs,ham,french fries,,,,,,,,,,,,,,,,1,2018-06-08 20:54
grated cheese,shrimp,,,,,,,,,,,,,,,,,,0,2018-05-04 12:41
burgers,french fries,shallot,green tea,,,,,,,,,,,,,,,,1,2018-05-04 19:25
cookies,,,,,,,,,,,,,,,,,,,0,2018-05-11 3:03
herb & pepper,shrimp,mineral water,,,,,,,,,,,,,,,,,1,2018-05-11 9:25
milk,butter,eggs,toothpaste,,,,,,,,,,,,,,,,0,2018-05-11 13:51
cottage cheese,,,,,,,,,,,,,,,,,,,1,2018-05-18 22:02
spaghetti,chocolate,milk,eggs,cake,cooking oil,,,,,,,,,,,,,,0,2018-05-25 21:27
cake,,,,,,,,,,,,,,,,,,,1,2018-11-09 11:13
burgers,shrimp,mineral water,milk,energy bar,rice,brownies,yogurt cake,,,,,,,,,,,,0,2018-11-09 12:50
cookies,honey,,,,,,,,,,,,,,,,,,1,2018-11-09 21:39
burgers,shrimp,spaghetti,french wine,chicken,green grapes,green tea,magazines,low fat yogurt,,,,,,,,,,,0,2018-11-09 22:46
cookies,,,,,,,,,,,,,,,,,,,1,2018-11-16 0:20
pickles,french fries,yogurt cake,,,,,,,,,,,,,,,,,0,2018-04-16 16:44
spaghetti,mineral water,milk,strong cheese,chocolate,champagne,frozen smoothie,,,,,,,,,,,,,1,2018-04-16 16:44
grated cheese,spaghetti,eggs,,,,,,,,,,,,,,,,,0,2018-04-23 0:46
herb & pepper,ground beef,spaghetti,mineral water,pancakes,tomato juice,,,,,,,,,,,,,,1,2018-04-23 2:48
energy drink,,,,,,,,,,,,,,,,,,,0,2018-04-23 2:49
cookies,,,,,,,,,,,,,,,,,,,1,2018-12-10 0:11
escalope,,,,,,,,,,,,,,,,,,,0,2018-12-17 0:38
fresh tuna,shrimp,ground beef,olive oil,cookies,fresh bread,,,,,,,,,,,,,,1,2018-12-17 12:34
frozen vegetables,mineral water,,,,,,,,,,,,,,,,,,0,2018-12-17 12:34
chocolate,chicken,candy bars,,,,,,,,,,,,,,,,,1,2018-12-17 16:53
grated cheese,red wine,tomatoes,tomato sauce,spaghetti,mineral water,chocolate,almonds,fromage blanc,eggs,cake,blueberries,cooking oil,,,,,,,0,2018-12-17 16:54
milk,,,,,,,,,,,,,,,,,,,0,2018-12-31 20:02
burgers,fresh tuna,tomatoes,mineral water,meatballs,milk,french wine,cider,eggs,cake,cooking oil,hot dogs,green tea,,,,,,,1,2018-07-02 15:35
french wine,honey,whole wheat rice,,,,,,,,,,,,,,,,,0,2018-06-04 11:45
cottage cheese,,,,,,,,,,,,,,,,,,,1,2018-06-11 0:16
chocolate,,,,,,,,,,,,,,,,,,,0,2018-06-11 10:42
turkey,herb & pepper,shrimp,mineral water,eggs,gums,green tea,escalope,,,,,,,,,,,,1,2018-06-18 15:25
cake,barbecue sauce,escalope,,,,,,,,,,,,,,,,,0,2018-05-07 12:20
green tea,,,,,,,,,,,,,,,,,,,1,2018-05-07 15:50
frozen vegetables,eggs,cake,,,,,,,,,,,,,,,,,0,2018-05-07 18:46
vegetables mix,eggs,escalope,,,,,,,,,,,,,,,,,1,2018-05-21 10:11
mineral water,,,,,,,,,,,,,,,,,,,0,2018-11-05 11:00
grated cheese,chicken,low fat yogurt,,,,,,,,,,,,,,,,,1,2018-11-12 14:14
red wine,tomatoes,mineral water,french wine,pancakes,,,,,,,,,,,,,,,0,2018-11-12 21:39
spaghetti,cake,light mayo,fresh bread,,,,,,,,,,,,,,,,1,2018-11-19 20:38
pancakes,eggs,,,,,,,,,,,,,,,,,,0,2018-04-14 17:30
red wine,french wine,salmon,french fries,,,,,,,,,,,,,,,,1,2018-04-14 20:44
whole wheat pasta,ground beef,mineral water,soup,nonfat milk,pancakes,eggs,,,,,,,,,,,,,0,2018-04-14 20:45
cake,french fries,,,,,,,,,,,,,,,,,,1,2018-04-14 21:51
burgers,milk,eggs,french fries,,,,,,,,,,,,,,,,0,2018-04-21 3:09
salmon,,,,,,,,,,,,,,,,,,,1,2018-04-21 8:04
avocado,eggs,chicken,chocolate,,,,,,,,,,,,,,,,0,2018-04-21 8:05
tomatoes,mineral water,pancakes,,,,,,,,,,,,,,,,,1,2018-04-21 17:16
dessert wine,herb & pepper,pepper,yogurt cake,fresh bread,green tea,,,,,,,,,,,,,,0,2018-04-21 23:32
ground beef,mineral water,eggs,yogurt cake,,,,,,,,,,,,,,,,1,2018-04-28 17:36
ground beef,milk,cake,,,,,,,,,,,,,,,,,0,2018-12-08 22:35
spaghetti,eggs,french fries,,,,,,,,,,,,,,,,,1,2018-12-15 23:33
chocolate,tomatoes,mineral water,cake,green tea,,,,,,,,,,,,,,,0,2018-12-22 3:43
eggs,,,,,,,,,,,,,,,,,,,1,2018-12-22 16:58
meatballs,eggplant,,,,,,,,,,,,,,,,,,0,2018-12-29 1:47
meatballs,black tea,eggs,,,,,,,,,,,,,,,,,1,2018-12-29 15:43
pepper,spaghetti,strong cheese,,,,,,,,,,,,,,,,,0,2018-07-07 13:38
fresh tuna,red wine,spaghetti,mineral water,soup,bacon,pancakes,eggs,cooking oil,,,,,,,,,,,1,2018-07-07 17:27
green tea,,,,,,,,,,,,,,,,,,,0,2018-05-12 2:22
chocolate,spaghetti,mineral water,milk,salmon,green tea,escalope,mushroom cream sauce,,,,,,,,,,,,1,2018-05-12 3:52
mineral water,soup,avocado,green tea,,,,,,,,,,,,,,,,0,2018-05-12 23:44
turkey,red wine,frozen vegetables,ground beef,pancakes,pet food,protein bar,,,,,,,,,,,,,1,2018-11-17 1:10
shrimp,tomatoes,mineral water,soup,olive oil,chocolate,escalope,yogurt cake,green tea,,,,,,,,,,,0,2018-10-27 17:31
frozen vegetables,mineral water,cereals,sparkling water,energy drink,,,,,,,,,,,,,,,1,2018-10-27 19:56
mineral water,,,,,,,,,,,,,,,,,,,0,2018-04-08 0:33
cookies,,,,,,,,,,,,,,,,,,,1,2018-04-08 21:32
cookies,,,,,,,,,,,,,,,,,,,0,2018-04-08 21:33
shrimp,eggs,cake,french fries,mint,green tea,,,,,,,,,,,,,,1,2018-04-15 0:05
chocolate,pepper,spaghetti,mineral water,nonfat milk,whole wheat rice,french fries,champagne,,,,,,,,,,,,0,2018-04-15 1:09
cookies,,,,,,,,,,,,,,,,,,,1,2018-04-15 2:00
chicken,chocolate,champagne,,,,,,,,,,,,,,,,,0,2018-04-15 14:51
grated cheese,frozen vegetables,mineral water,soup,vegetables mix,pancakes,cooking oil,carrots,french fries,escalope,mint,,,,,,,,,1,2018-04-15 14:51
eggs,french fries,brownies,strawberries,,,,,,,,,,,,,,,,0,2018-04-22 21:28
mineral water,salmon,eggs,cake,cauliflower,low fat yogurt,,,,,,,,,,,,,,1,2018-12-09 1:25
eggs,whole wheat rice,frozen smoothie,low fat yogurt,,,,,,,,,,,,,,,,0,2018-12-09 16:01
bacon,eggs,,,,,,,,,,,,,,,,,,1,2018-12-16 23:23
eggs,,,,,,,,,,,,,,,,,,,0,2018-12-30 20:08
grated cheese,salmon,cake,champagne,,,,,,,,,,,,,,,,1,2018-01-06 4:54
shrimp,spaghetti,mineral water,light cream,,,,,,,,,,,,,,,,0,2018-01-06 8:03
energy bar,,,,,,,,,,,,,,,,,,,1,2018-06-03 15:29
fresh bread,,,,,,,,,,,,,,,,,,,0,2018-06-17 2:30
cookies,,,,,,,,,,,,,,,,,,,1,2018-11-11 1:24
french fries,strawberries,low fat yogurt,candy bars,,,,,,,,,,,,,,,,0,2018-11-11 10:55
escalope,shallot,white wine,,,,,,,,,,,,,,,,,1,2018-11-11 15:31
burgers,grated cheese,herb & pepper,red wine,parmesan cheese,ground beef,spaghetti,avocado,eggs,clothes accessories,fresh bread,,,,,,,,,0,2018-11-18 13:59
burgers,escalope,salt,,,,,,,,,,,,,,,,,1,2018-11-18 14:29
eggs,cookies,,,,,,,,,,,,,,,,,,0,2018-04-12 1:47
frozen vegetables,parmesan cheese,butter,carrots,oatmeal,green tea,hot dogs,,,,,,,,,,,,,1,2018-04-12 2:38
turkey,grated cheese,ground beef,mineral water,milk,nonfat milk,french fries,,,,,,,,,,,,,0,2018-04-19 0:32
burgers,shrimp,whole wheat pasta,spaghetti,french wine,eggs,chocolate,,,,,,,,,,,,,1,2018-04-19 13:49
mineral water,eggs,,,,,,,,,,,,,,,,,,0,2018-04-19 20:34
ground beef,tomato sauce,mineral water,meatballs,chicken,brownies,fresh bread,low fat yogurt,,,,,,,,,,,,1,2018-12-27 19:02
burgers,eggs,,,,,,,,,,,,,,,,,,0,2018-01-03 1:11
frozen vegetables,light mayo,,,,,,,,,,,,,,,,,,1,2018-01-03 15:16
red wine,frozen smoothie,cookies,champagne,,,,,,,,,,,,,,,,0,2018-01-03 20:37
ham,mineral water,milk,french fries,babies food,,,,,,,,,,,,,,,1,2018-01-03 21:10
french fries,,,,,,,,,,,,,,,,,,,0,2018-06-07 9:57
turkey,honey,cooking oil,green tea,,,,,,,,,,,,,,,,1,2018-06-07 15:01
spaghetti,,,,,,,,,,,,,,,,,,,0,2018-06-21 0:03
mineral water,frozen smoothie,,,,,,,,,,,,,,,,,,1,2018-05-03 19:27
cake,low fat yogurt,,,,,,,,,,,,,,,,,,0,2018-05-10 16:46
cookies,hot dogs,,,,,,,,,,,,,,,,,,1,2018-05-17 12:09
cookies,,,,,,,,,,,,,,,,,,,0,2018-11-01 1:06
flax seed,green tea,honey,,,,,,,,,,,,,,,,,1,2018-04-10 0:51
fresh tuna,shrimp,frozen vegetables,mineral water,milk,olive oil,french fries,,,,,,,,,,,,,0,2018-04-24 0:33
chicken,,,,,,,,,,,,,,,,,,,1,2018-12-11 2:28
grated cheese,ground beef,pepper,spaghetti,cooking oil,chicken,corn,,,,,,,,,,,,,0,2018-12-11 23:21
cake,french fries,,,,,,,,,,,,,,,,,,1,2018-12-18 14:52
ham,pickles,honey,cottage cheese,green tea,,,,,,,,,,,,,,,0,2018-01-01 3:10
french fries,frozen smoothie,energy drink,,,,,,,,,,,,,,,,,1,2018-01-01 22:31
milk,chicken,eggs,pancakes,,,,,,,,,,,,,,,,0,2018-07-03 13:31
olive oil,pancakes,cooking oil,,,,,,,,,,,,,,,,,1,2018-07-03 17:51
burgers,spaghetti,milk,chocolate,french fries,cookies,green tea,,,,,,,,,,,,,0,2018-06-05 9:44
cookies,,,,,,,,,,,,,,,,,,,1,2018-06-05 12:25
ground beef,spaghetti,candy bars,,,,,,,,,,,,,,,,,0,2018-06-12 16:59
cake,french fries,,,,,,,,,,,,,,,,,,1,2018-06-12 19:32
eggs,green tea,mushroom cream sauce,strawberries,,,,,,,,,,,,,,,,0,2018-06-19 9:30
eggs,,,,,,,,,,,,,,,,,,,1,2018-06-19 9:31
turkey,burgers,tomatoes,spaghetti,eggs,whole weat flour,pancakes,,,,,,,,,,,,,0,2018-06-26 14:46
burgers,milk,eggs,cake,clothes accessories,french fries,,,,,,,,,,,,,,1,2018-05-08 18:28
pasta,,,,,,,,,,,,,,,,,,,0,2018-05-08 22:42
milk,eggs,,,,,,,,,,,,,,,,,,1,2018-05-15 1:52
turkey,eggs,whole wheat rice,green tea,,,,,,,,,,,,,,,,0,2018-05-15 16:26
fresh tuna,grated cheese,spaghetti,mineral water,salmon,eggs,mashed potato,,,,,,,,,,,,,1,2018-05-15 18:16
pancakes,,,,,,,,,,,,,,,,,,,0,2018-05-22 10:02
escalope,low fat yogurt,,,,,,,,,,,,,,,,,,1,2018-05-22 10:57
chocolate,shrimp,frozen vegetables,spaghetti,mineral water,olive oil,eggs,cake,light cream,yogurt cake,,,,,,,,,,0,2018-05-29 13:11
strong cheese,tomato juice,low fat yogurt,green tea,,,,,,,,,,,,,,,,1,2018-05-29 22:59
turkey,burgers,shrimp,ground beef,spaghetti,mineral water,milk,olive oil,salmon,honey,whole wheat rice,rice,burger sauce,french fries,hot dogs,protein bar,,,,0,2018-11-06 23:46
tomatoes,escalope,,,,,,,,,,,,,,,,,,1,2018-11-13 10:33
cookies,,,,,,,,,,,,,,,,,,,0,2018-11-13 17:38
grated cheese,spaghetti,french fries,,,,,,,,,,,,,,,,,1,2018-04-04 0:51
cookies,,,,,,,,,,,,,,,,,,,0,2018-04-04 18:30
eggs,cake,,,,,,,,,,,,,,,,,,1,2018-04-11 1:21
shampoo,babies food,,,,,,,,,,,,,,,,,,0,2018-04-11 2:04
burgers,turkey,herb & pepper,shrimp,tomato sauce,light cream,cooking oil,pet food,chocolate,,,,,,,,,,,1,2018-04-25 18:19
eggs,french fries,,,,,,,,,,,,,,,,,,0,2018-12-12 18:13
mineral water,cake,french fries,,,,,,,,,,,,,,,,,1,2018-12-12 18:15
herb & pepper,frozen vegetables,ground beef,mineral water,,,,,,,,,,,,,,,,0,2018-12-19 5:23
fresh tuna,mineral water,pancakes,tea,chocolate,escalope,,,,,,,,,,,,,,1,2018-12-19 18:13
avocado,energy bar,muffins,french fries,,,,,,,,,,,,,,,,0,2018-06-06 9:52
eggs,chocolate,escalope,,,,,,,,,,,,,,,,,1,2018-06-06 22:38
burgers,dessert wine,champagne,frozen smoothie,cookies,hot dogs,green tea,,,,,,,,,,,,,0,2018-06-13 15:24
shrimp,french fries,champagne,cookies,pancakes,yogurt cake,light mayo,green tea,,,,,,,,,,,,1,2018-06-13 16:29
mineral water,salmon,,,,,,,,,,,,,,,,,,0,2018-06-13 16:30
mineral water,soup,cooking oil,,,,,,,,,,,,,,,,,1,2018-06-27 9:55
burgers,milk,cream,,,,,,,,,,,,,,,,,0,2018-06-27 9:56
ground beef,mineral water,oil,barbecue sauce,frozen smoothie,brownies,white wine,green tea,,,,,,,,,,,,1,2018-05-02 2:01
burgers,eggs,,,,,,,,,,,,,,,,,,0,2018-05-02 11:49
avocado,milk,eggs,ham,chocolate,french fries,pancakes,green tea,,,,,,,,,,,,1,2018-05-09 9:26
cookies,,,,,,,,,,,,,,,,,,,0,2018-05-16 0:45
shrimp,ground beef,spaghetti,olive oil,fromage blanc,eggs,low fat yogurt,,,,,,,,,,,,,1,2018-05-16 18:07
red wine,ground beef,salmon,eggs,whole wheat rice,cooking oil,french fries,frozen smoothie,champagne,cauliflower,low fat yogurt,honey,,,,,,,,0,2018-05-23 19:13
shrimp,frozen vegetables,tomatoes,parmesan cheese,whole wheat pasta,ground beef,spaghetti,energy bar,pet food,cottage cheese,,,,,,,,,,1,2018-11-07 17:50
spaghetti,,,,,,,,,,,,,,,,,,,0,2018-11-21 3:06
cookies,,,,,,,,,,,,,,,,,,,1,2018-11-21 14:31
eggs,,,,,,,,,,,,,,,,,,,0,2018-11-21 15:41
fresh tuna,spaghetti,flax seed,pancakes,hot dogs,,,,,,,,,,,,,,,1,2018-10-31 13:54
energy bar,brownies,,,,,,,,,,,,,,,,,,0,2018-04-13 20:45
mineral water,whole wheat rice,cake,,,,,,,,,,,,,,,,,1,2018-04-20 21:07
cookies,,,,,,,,,,,,,,,,,,,0,2018-08-10 22:36
turkey,burgers,mineral water,cooking oil,chocolate bread,pancakes,,,,,,,,,,,,,,1,2018-12-07 23:03
mineral water,green grapes,cooking oil,,,,,,,,,,,,,,,,,0,2018-12-21 20:11
shrimp,,,,,,,,,,,,,,,,,,,1,2018-01-11 0:04
turkey,grated cheese,tomato sauce,spaghetti,chocolate,eggs,,,,,,,,,,,,,,0,2018-06-08 22:42
turkey,burgers,spaghetti,mineral water,chocolate,soup,avocado,milk,whole wheat rice,cake,brownies,pancakes,white wine,,,,,,,1,2018-06-08 22:54
milk,energy bar,escalope,white wine,,,,,,,,,,,,,,,,0,2018-05-04 20:21
olive oil,flax seed,pancakes,light cream,oil,chicken,,,,,,,,,,,,,,1,2018-07-02 21:59
light mayo,,,,,,,,,,,,,,,,,,,0,2018-07-16 22:25
turkey,eggs,,,,,,,,,,,,,,,,,,1,2018-05-21 14:21
chocolate,herb & pepper,tomatoes,whole wheat pasta,spaghetti,mineral water,olive oil,vegetables mix,pancakes,hot dogs,,,,,,,,,,0,2018-05-28 20:00
burgers,eggs,,,,,,,,,,,,,,,,,,1,2018-10-22 20:51
whole wheat rice,,,,,,,,,,,,,,,,,,,0,2018-04-07 16:12
tomatoes,spaghetti,mineral water,olive oil,green tea,,,,,,,,,,,,,,,1,2018-04-14 13:16
chocolate,cottage cheese,,,,,,,,,,,,,,,,,,0,2018-04-14 21:02
chocolate,butter,salmon,muffins,carrots,escalope,low fat yogurt,green tea,,,,,,,,,,,,1,2018-04-14 21:09
burgers,frozen vegetables,spaghetti,chocolate,almonds,pancakes,eggs,whole wheat rice,fresh bread,,,,,,,,,,,0,2018-04-14 21:57
grated cheese,milk,energy bar,salmon,vegetables mix,eggs,bramble,escalope,gluten free bar,cauliflower,,,,,,,,,,1,2018-04-28 15:33
fresh tuna,eggs,french fries,green tea,,,,,,,,,,,,,,,,0,2018-04-28 15:40
shrimp,ground beef,pancakes,cooking oil,white wine,,,,,,,,,,,,,,,1,2018-08-18 13:53
eggs,cake,rice,french fries,frozen smoothie,yogurt cake,,,,,,,,,,,,,,0,2018-12-01 16:05
frozen vegetables,mineral water,olive oil,brownies,low fat yogurt,,,,,,,,,,,,,,,1,2018-12-01 21:24
spaghetti,mineral water,olive oil,flax seed,eggs,green tea,,,,,,,,,,,,,,0,2018-12-22 20:00
spaghetti,honey,low fat yogurt,,,,,,,,,,,,,,,,,1,2018-07-28 22:00
candy bars,,,,,,,,,,,,,,,,,,,0,2018-06-09 21:20
grated cheese,frozen vegetables,ground beef,olive oil,butter,salmon,blueberries,oil,chocolate,light mayo,,,,,,,,,,1,2018-05-05 15:05
cake,chicken,barbecue sauce,strawberries,green tea,,,,,,,,,,,,,,,0,2018-11-10 0:06
turkey,,,,,,,,,,,,,,,,,,,1,2018-11-24 16:13
eggs,french fries,,,,,,,,,,,,,,,,,,0,2018-10-27 15:48
whole wheat pasta,zucchini,,,,,,,,,,,,,,,,,,1,2018-10-27 15:59
candy bars,green tea,,,,,,,,,,,,,,,,,,0,2018-10-27 22:28
